Term,Start Date,End Date,Result Count
short,2006-01-01,2007-01-01,
short,2007-01-01,2008-01-01,
short,2008-01-01,2009-01-01,
short,2009-01-01,2010-01-01,
short,2010-01-01,2011-01-01,
short,2011-01-01,2012-01-01,
short,2012-01-01,2013-01-01,
short,2013-01-01,2014-01-01,
short,2014-01-01,2015-01-01,
short,2015-01-01,2016-01-01,
short,2016-01-01,2017-01-01,
short,2017-01-01,2018-01-01,
short,2018-01-01,2019-01-01,
short,2019-01-01,2020-01-01,
short,2020-01-01,2021-01-01,
short,2021-01-01,2022-01-01,
short,2022-01-01,2023-01-01,
short,1998-01-01,1999-01-01,189.0
short,1999-01-01,2000-01-01,213.0
short,2000-01-01,2001-01-01,207.0
short,2001-01-01,2002-01-01,201.0
short,2002-01-01,2003-01-01,225.0
short,2003-01-01,2004-01-01,244.0
short,2004-01-01,2005-01-01,182.0
short,2005-01-01,2006-01-01,221.0
short,2006-01-01,2007-01-01,297.0
short,2007-01-01,2008-01-01,239.0
short,2008-01-01,2009-01-01,241.0
short,2009-01-01,2010-01-01,164.0
short,2010-01-01,2011-01-01,140.0
short,2011-01-01,2012-01-01,93.0
short,2012-01-01,2013-01-01,150.0
short,2013-01-01,2014-01-01,104.0
short,2014-01-01,2015-01-01,123.0
short,2015-01-01,2016-01-01,87.0
short,2016-01-01,2017-01-01,84.0
short,2017-01-01,2018-01-01,71.0
short,2018-01-01,2019-01-01,89.0
short,2019-01-01,2020-01-01,82.0
short,2020-01-01,2021-01-01,47.0
short,2021-01-01,2022-01-01,44.0
short,2022-01-01,2023-01-01,0.0
short,1998-01-01,1999-01-01,189.0
short,1999-01-01,2000-01-01,213.0
short,2000-01-01,2001-01-01,207.0
short,2001-01-01,2002-01-01,201.0
short,2002-01-01,2003-01-01,225.0
short,2003-01-01,2004-01-01,244.0
short,2004-01-01,2005-01-01,182.0
short,2005-01-01,2006-01-01,221.0
short,2006-01-01,2007-01-01,297.0
short,2007-01-01,2008-01-01,239.0
short,2008-01-01,2009-01-01,241.0
short,2009-01-01,2010-01-01,164.0
short,2010-01-01,2011-01-01,140.0
short,2011-01-01,2012-01-01,93.0
short,2012-01-01,2013-01-01,150.0
short,2013-01-01,2014-01-01,104.0
short,2014-01-01,2015-01-01,123.0
short,2015-01-01,2016-01-01,87.0
short,2016-01-01,2017-01-01,84.0
short,2017-01-01,2018-01-01,71.0
short,2018-01-01,2019-01-01,89.0
short,2019-01-01,2020-01-01,82.0
short,2020-01-01,2021-01-01,47.0
short,2021-01-01,2022-01-01,44.0
short,2022-01-01,2023-01-01,0.0
