"Data Source","World Development Indicators",

"Last Updated Date","2024-10-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Austria","AUT","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Azerbaijan","AZE","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99","","","","","","","","100","","100","100","100","100","100","100","100","100","100","","100","","","","100",
"Burundi","BDI","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","34","","","","","","","","","","","48","","","","","","","","","","67","","","","","","","","53","","","","","","70","","73.296989440918","76","","","","","81.8399963378906","",
"Belgium","BEL","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Benin","BEN","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","25","","","","","","","","","","","","","40","","","","","","","","","","48","","","","40.6161689758301","","","","","","44.9602584838867","","","","","51.0525016784668","","","","56.4600715637207","57.9000015258789","",
"Burkina Faso","BFA","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","15","","","","","","","","","","","","","","","","20","","","","","19","","","","","","","29","","31","30","37","","","","","","","44","","","","49","35","","44.1221809387207","40.0699996948242","",
"Bangladesh","BGD","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","40","","","","","","","","","","44","","","","","","","","","","54","","","","","","49.8323287963867","","","","62","62","64","64","68","76","76","77","77","78","79","","",
"Bulgaria","BGR","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99","","","","","","","","","","99","","","","","","","","","","98.6900024414062","","",
"Bahrain","BHR","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","77","","","","","","","","","","89","","","","","","","","","","89","","","","","","","","","","93.0999984741211","","","","","","","","","","","99","99",
"Bahamas, The","BHS","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bosnia and Herzegovina","BIH","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96","","","","","","","","","99","","","","","","","","","","","99.5413284301758","","99","","","","","","","","","99.4000015258789","",
"Belarus","BLR","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99","","","","","","","","","","100","","","","","","","","","","100","","","","","","","","","","100","","","","",
"Belize","BLZ","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70","","","","","","","","","","80.4000015258789","","","","","","","","","","","","","","90.1562881469727","","","","","","","","",
"Bermuda","BMU","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","76","","","","","","","","","","","","","","","","88","","","","","","","","","93","","","","","","96","95","96","","97","97","","","97","","","","","97","","","",
"Brazil","BRA","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","76","","","","","","","","","","","","","","","","","","","","86","","","","88","","89","90","90","90","90","91","91","91","91","92","93","93","93","","","","94.4499969482422","",
"Barbados","BRB","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","99","","","","","","","","","","99.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Brunei Darussalam","BRN","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","85","","","","","","","","","","92","","","","","","","","","","95","","","","","","","","","","97","","","","","","","","","","98.2600021362305","","",
"Bhutan","BTN","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65","","","","","","","66","","","","","75","","","","","79.1999969482422","",
"Botswana","BWA","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65","","","","","","","","","","","","80","","","","","","","","","","86.1221389770508","","","","","","","","","","",
"Central African Republic","CAF","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","30","","","","","","","","","","","","","48","","","","","","","","","","","","67","","","","","","","","","","50.7127113342285","","","","","","","","50","59.8423118591309","49.2299995422363","","","",
"Canada","CAN","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Central Europe and the Baltics","CEB","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","99.0060577392578","99.0182418823242","99.0372695922852","99.0509872436523","99.0644683837891","99.0803985595703","99.0956420898438","99.1218566894531","99.1470718383789","99.1703109741211","99.1924896240234","99.2116394042969","99.2302093505859","99.2478103637695","","","","","","","","","","","","","","","","","","99.4680633544922","99.4732131958008","99.4733200073242","99.4839324951172","99.4909515380859","99.4573593139648","99.4681777954102","99.4726715087891","99.4890823364258","99.4984664916992","",
"Switzerland","CHE","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Channel Islands","CHI","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","91","","","","","","","","","","95","","","","","","","","","","96","","","","","","","","","97","","96","","97","","96","","","","","97.1900024414062","",
"China","CHN","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","79","","","","","","","","87","","","","","","","","","","95","","","","","","","","","","97","","","","","","","","","","98","","","",
"Cote d'Ivoire","CIV","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44","","","","","","","","","","44","","61","","","","","","","","","","","","51.5926704406738","","51","","59.6213798522949","","","93","","60.2039184570312","","",
"Cameroon","CMR","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","55","","","","","","","","","","","","","","","","","","","","","","","","79","","","","","","","79","","","78","","","","","","","","79.7137908935547","","83.4000015258789","","","",
"Congo, Dem. Rep.","COD","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81","","","","","","76.9156875610352","","","","","88","","","","89","","87.5136337280273","","","","89.629997253418","",
"Congo, Rep.","COG","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","71","","","","","","","","","","","","","","","","","","","","","86","","","","","","86.4343109130859","","","","","","","","","","85.9400024414062","","",
"Colombia","COL","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91","","","91","","","","","","","","93","93","92","92","93","93","93","93","","","94","94","94","","95","95","95","","","",
"Comoros","COM","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","56","","","","","","","","","","","","","","","","","","","","75","","","","","","","","","","","","56.4798011779785","","","","","","","","","","66.5500030517578","",
"Cabo Verde","CPV","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75","","","","","","","","","","83.8376083374023","","","","","","","","","","","","90","","","92","","","","","","","94.4700012207031","",
"Costa Rica","CRI","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","93","","","","","","","","","","","","","","","","95","","","","","","","","","","","97","","","","","","","","","","97.9899978637695","","",
"Caribbean small states","CSS","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.6615600585938","84.7157821655273","85.0195083618164","85.3313598632812","85.6385269165039","85.9434432983398","86.2423706054688","86.5450668334961","86.8327407836914","87.0995330810547","87.3548202514648","87.5964889526367","87.8896865844727","88.087043762207","88.5735015869141","88.8312530517578","","","","","","","","","","","","","","","",
"Cuba","CUB","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","100","","","","","","","99.0333099365234","","99.6284637451172","","",
"Curacao","CUW","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99","","","","","","","","","","99","","","","","","",
"Cyprus","CYP","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98","","","","","","","","","99","","","","","","","","","","99","","","","","","","","","","99.5800018310547","","",
"Czechia","CZE","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Germany","DEU","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Djibouti","DJI","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Dominica","DMA","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Denmark","DNK","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Dominican Republic","DOM","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","74","","","","","","","","","","","","","","","","","","","","","87","","","","","88","","","89","90","90","90","91","92","94","","","","","","95.4000015258789","",
"Algeria","DZA","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","63","","","","","","","","","","","","","","","79","","","","81","","83","","","","","","","","","","87.4229583740234","","","","","",
"East Asia & Pacific (excluding high income)","EAP","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","77.3192291259766","77.4315719604492","78.2971496582031","79.2539520263672","80.0902786254883","80.8819885253906","81.6075592041016","82.3043365478516","83.0347671508789","83.7222213745117","84.3891906738281","85.3754730224609","88.108528137207","88.5254211425781","88.9082107543945","89.2546920776367","89.5796966552734","89.8380889892578","90.1984634399414","90.560676574707","90.8742370605469","94.0070114135742","94.2192687988281","94.3854064941406","94.6396713256836","94.8249664306641","95.0248870849609","95.198860168457","95.3886489868164","95.5721282958984","95.7839126586914","96.4973220825195","96.6822128295898","96.8018188476562","96.882568359375","96.5637969970703","96.6986312866211","96.7673263549805","96.9922790527344","97.1819686889648","97.2939376831055","97.3729629516602","97.3221206665039","97.6593017578125","97.8317565917969","97.9073715209961","97.9854507446289","98.0540618896484",
"Early-demographic dividend","EAR","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","60.0634803771973","60.244010925293","60.7600708007812","61.2694091796875","61.7702407836914","62.2315101623535","62.7010307312012","63.2020111083984","63.6562690734863","64.2430725097656","64.7318572998047","65.2146377563477","66.0385437011719","67.1107864379883","67.6708068847656","68.3655700683594","68.8964462280273","69.7199478149414","70.5532531738281","71.1605834960938","71.81005859375","72.3625869750977","72.892951965332","75.9931335449219","76.4487991333008","77.0026931762695","77.3989105224609","77.9762268066406","78.9362106323242","79.4205169677734","79.7598571777344","79.4867782592773","80.1501235961914","80.8008804321289","81.3852996826172","82.2651519775391","82.1818084716797","82.3286437988281","82.8759307861328","83.3722229003906","84.1802673339844","84.6560592651367","84.8146667480469","84.9673385620117","85.1072235107422","85.5045471191406","85.8330764770508","86.2001190185547","86.5607299804688",
"East Asia & Pacific","EAS","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","78.3634490966797","78.4894180297852","79.2812576293945","80.1511764526367","80.9095611572266","81.6308212280273","82.2940979003906","82.931037902832","83.5972366333008","84.224609375","84.8332366943359","85.775993347168","88.2445907592773","88.6288375854492","88.9819488525391","89.3048706054688","89.6086196899414","89.8465805053711","90.1983337402344","90.5518188476562","90.8512573242188","93.6589736938477","93.8614501953125","94.0537796020508","94.3018569946289","94.4569931030273","94.6710968017578","94.8762969970703","95.1009292602539","95.3018188476562","95.5165786743164","96.1948471069336","96.3833999633789","96.4986572265625","96.5191802978516","96.1809310913086","96.3232498168945","96.3989028930664","96.70068359375","96.89501953125","97.0111312866211","97.0958709716797","97.0507507324219","97.4105072021484","97.5836868286133","97.6604766845703","97.7369079589844","97.8067169189453",
"Europe & Central Asia (excluding high income)","ECA","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.5526275634766","96.6919708251953","96.8184661865234","96.9130325317383","97.0052108764648","97.0863494873047","97.1610565185547","97.232292175293","97.3501434326172","97.4106903076172","97.5259704589844","97.6047134399414","98.090950012207","98.165657043457","98.239128112793","98.2978973388672","98.3366088867188","98.5611877441406","98.5188369750977","98.5844802856445","98.6371383666992","98.7927169799805","99.0712509155273","99.252571105957","99.3475723266602","99.3849334716797","99.4127426147461","99.4404296875","99.4877777099609","99.5426483154297","99.5631790161133","99.6236419677734","99.6395416259766","99.6585006713867","99.6710815429688","99.6778564453125",
"Europe & Central Asia","ECS","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.6152877807617","97.6915130615234","97.7551498413086","97.7875595092773","97.8414916992188","","","","","98.2210006713867","98.318962097168","98.351806640625","98.3928070068359","98.4527435302734","98.5332183837891","98.6090698242188","98.6789169311523","98.7283782958984","98.7697296142578","98.79296875","98.8208084106445","98.8537063598633","98.9032974243164","98.9566421508789","98.9942626953125","99.0203323364258","99.0468215942383","99.0533294677734","",
"Ecuador","ECU","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","87","","","","","","","","90","","","","","","","","","","","92","","","","","","93","94","94","93","93","93","94","95","96","95","94","","","95","95","95","",
"Egypt, Arab Rep.","EGY","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","54","","","","","","","","","","57","","","","","","","","","","67","","","","","","","","","78","75","","","","80","","82","82","","","","76","","","","","79.9899978637695","",
"Euro area","EMU","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eritrea","ERI","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65","","","","","","75","","","","","","","","","","84.3732376098633","","","","","",
"Spain","ESP","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","96","","","","","","","","","","98","","","","","","","","","","","","","98","99","99","99","98","98","99","99","99","99","99","99","99","","99","","99","","","",
"Estonia","EST","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","","100","","","","","","","","","","","100","","","","","","","","","","99.870002746582","","",
"Ethiopia","ETH","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36","","","","","","","","","","50","41.9366188049316","","49","","","","","","","","","62.5577697753906","59.2414588928223","","","","","","",
"European Union","EUU","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","67.3866119384766","67.8707809448242","68.3285522460938","68.6630020141602","69.0845413208008","69.3348922729492","69.5188827514648","69.717399597168","70.2352294921875","70.6532211303711","70.890022277832","71.3107986450195","71.8561096191406","72.0956192016602","70.6091766357422","70.9806213378906","72.0302124023438","72.0627288818359","72.7049713134766","72.7980804443359","71.6151809692383","70.8258285522461","71.1934814453125","70.3121490478516","70.3892517089844","70.2654724121094","70.5088272094727","70.9926986694336","71.3446273803711","71.6560592651367","71.9241714477539","72.3941802978516","72.3645401000977","72.8813095092773","72.7932586669922","72.8541717529297","72.9153900146484","72.8105087280273",
"Finland","FIN","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fiji","FJI","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"France","FRA","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Faroe Islands","FRO","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79","","","","","","","","","","","","","","","","","","","84.8732986450195","","","","","","","","","90.7876892089844","86.3000030517578","",
"United Kingdom","GBR","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Georgia","GEO","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","","","100","","","99","99.6598510742188","","","","100","",
"Ghana","GHA","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66","","","","","","","","","","78","","","","","","","74.8940811157227","","","84.4899978637695","","","",
