Term,Start Date,End Date,Result Count
Fitted,1952-01-01,1953-01-01,255.0
Fitted,1953-01-01,1954-01-01,278.0
Fitted,1954-01-01,1955-01-01,167.0
Fitted,1955-01-01,1956-01-01,192.0
Fitted,1956-01-01,1957-01-01,137.0
Fitted,1957-01-01,1958-01-01,142.0
Fitted,1958-01-01,1959-01-01,83.0
Fitted,1959-01-01,1960-01-01,107.0
Fitted,1960-01-01,1961-01-01,105.0
Fitted,1961-01-01,1962-01-01,211.0
Fitted,1962-01-01,1963-01-01,147.0
Fitted,1963-01-01,1964-01-01,72.0
Fitted,1964-01-01,1965-01-01,108.0
Fitted,1965-01-01,1966-01-01,58.0
Fitted,1966-01-01,1967-01-01,51.0
Fitted,1967-01-01,1968-01-01,87.0
Fitted,1968-01-01,1969-01-01,58.0
Fitted,1969-01-01,1970-01-01,30.0
Fitted,1970-01-01,1971-01-01,33.0
Fitted,1971-01-01,1972-01-01,24.0
Fitted,1972-01-01,1973-01-01,17.0
Fitted,1973-01-01,1974-01-01,18.0
Fitted,1974-01-01,1975-01-01,8.0
Fitted,1975-01-01,1976-01-01,14.0
Fitted,1976-01-01,1977-01-01,24.0
Fitted,1977-01-01,1978-01-01,10.0
Fitted,1978-01-01,1979-01-01,22.0
Fitted,1979-01-01,1980-01-01,88.0
Fitted,1980-01-01,1981-01-01,33.0
Fitted,1981-01-01,1982-01-01,38.0
Fitted,1984-01-01,1985-01-01,38.0
Fitted,1985-01-01,1986-01-01,152.0
Fitted,1986-01-01,1987-01-01,169.0
Fitted,1987-01-01,1988-01-01,102.0
Fitted,1988-01-01,1989-01-01,48.0
Fitted,1989-01-01,1990-01-01,44.0
Fitted,1990-01-01,1991-01-01,64.0
Fitted,1991-01-01,1992-01-01,35.0
Fitted,1992-01-01,1993-01-01,38.0
Fitted,1993-01-01,1994-01-01,37.0
Fitted,1994-01-01,1995-01-01,116.0
Fitted,1995-01-01,1996-01-01,149.0
Fitted,1996-01-01,1997-01-01,95.0
Fitted,1997-01-01,1998-01-01,60.0
Fitted,1998-01-01,1999-01-01,28.0
Fitted,1999-01-01,2000-01-01,25.0
Fitted,2000-01-01,2001-01-01,28.0
Fitted,2001-01-01,2002-01-01,29.0
Fitted,2002-01-01,2003-01-01,44.0
Fitted,2003-01-01,2004-01-01,41.0
Fitted,2005-01-01,2006-01-01,52.0
Fitted,2006-01-01,2007-01-01,47.0
Fitted,2007-01-01,2008-01-01,36.0
Fitted,2008-01-01,2009-01-01,31.0
Fitted,2009-01-01,2010-01-01,20.0
Fitted,2010-01-01,2011-01-01,32.0
Fitted,2011-01-01,2012-01-01,13.0
Fitted,2012-01-01,2013-01-01,19.0
Fitted,2013-01-01,2014-01-01,16.0
Fitted,2014-01-01,2015-01-01,11.0
Fitted,2015-01-01,2016-01-01,13.0
Fitted,2016-01-01,2017-01-01,6.0
Fitted,2017-01-01,2018-01-01,8.0
Fitted,2018-01-01,2019-01-01,16.0
Fitted,2019-01-01,2020-01-01,9.0
Fitted,2020-01-01,2021-01-01,2.0
Fitted,2021-01-01,2022-01-01,7.0
Fitted,2022-01-01,2023-01-01,0.0
Long,1900-01-01,1901-01-01,871.0
Long,1901-01-01,1902-01-01,1017.0
Long,1902-01-01,1903-01-01,1156.0
Long,1903-01-01,1904-01-01,1155.0
Long,1904-01-01,1905-01-01,1163.0
Long,1905-01-01,1906-01-01,884.0
Long,1906-01-01,1907-01-01,1121.0
Long,1907-01-01,1908-01-01,1152.0
Long,1908-01-01,1909-01-01,1199.0
Long,1909-01-01,1910-01-01,1291.0
Long,1910-01-01,1911-01-01,951.0
Long,1911-01-01,1912-01-01,1080.0
Long,1912-01-01,1913-01-01,1132.0
Long,1913-01-01,1914-01-01,1261.0
Long,1915-01-01,1916-01-01,1505.0
Long,1916-01-01,1917-01-01,1514.0
Long,1917-01-01,1918-01-01,1761.0
Long,1918-01-01,1919-01-01,1349.0
Long,1919-01-01,1920-01-01,1514.0
Long,1920-01-01,1921-01-01,1683.0
Long,1921-01-01,1922-01-01,1619.0
Long,1922-01-01,1923-01-01,1458.0
Long,1923-01-01,1924-01-01,1145.0
Long,1924-01-01,1925-01-01,1292.0
Long,1925-01-01,1926-01-01,1317.0
Long,1926-01-01,1927-01-01,1325.0
Long,1927-01-01,1928-01-01,1156.0
Long,1928-01-01,1929-01-01,1123.0
Long,1929-01-01,1930-01-01,1260.0
Long,1930-01-01,1931-01-01,1189.0
Long,1931-01-01,1932-01-01,876.0
Long,1932-01-01,1933-01-01,816.0
Long,1933-01-01,1934-01-01,965.0
Long,1934-01-01,1935-01-01,958.0
Long,1937-01-01,1938-01-01,879.0
Long,1938-01-01,1939-01-01,974.0
Long,1939-01-01,1940-01-01,771.0
Long,1940-01-01,1941-01-01,946.0
Long,1941-01-01,1942-01-01,853.0
Long,1942-01-01,1943-01-01,833.0
Long,1943-01-01,1944-01-01,813.0
Long,1944-01-01,1945-01-01,717.0
Long,1945-01-01,1946-01-01,687.0
Long,1946-01-01,1947-01-01,955.0
Long,1947-01-01,1948-01-01,1131.0
Long,1948-01-01,1949-01-01,843.0
Long,1949-01-01,1950-01-01,773.0
Long,1950-01-01,1951-01-01,882.0
Long,1951-01-01,1952-01-01,1028.0
Long,1952-01-01,1953-01-01,804.0
Long,1953-01-01,1954-01-01,720.0
Long,1954-01-01,1955-01-01,777.0
Long,1955-01-01,1956-01-01,1013.0
Long,1957-01-01,1958-01-01,758.0
Long,1958-01-01,1959-01-01,785.0
Long,1959-01-01,1960-01-01,783.0
Long,1960-01-01,1961-01-01,964.0
Long,1963-01-01,1964-01-01,1130.0
Long,1964-01-01,1965-01-01,1198.0
Long,1965-01-01,1966-01-01,1029.0
Long,1966-01-01,1967-01-01,1016.0
Long,1967-01-01,1968-01-01,1060.0
Long,1968-01-01,1969-01-01,1213.0
Long,1969-01-01,1970-01-01,1755.0
Long,1970-01-01,1971-01-01,1679.0
Long,1971-01-01,1972-01-01,1191.0
Long,1972-01-01,1973-01-01,943.0
Long,1973-01-01,1974-01-01,800.0
Long,1974-01-01,1975-01-01,757.0
Long,1975-01-01,1976-01-01,779.0
Long,1976-01-01,1977-01-01,776.0
Long,1978-01-01,1979-01-01,625.0
Long,1979-01-01,1980-01-01,697.0
Long,1980-01-01,1981-01-01,677.0
Long,1981-01-01,1982-01-01,764.0
Long,1982-01-01,1983-01-01,916.0
Long,1983-01-01,1984-01-01,971.0
Long,1984-01-01,1985-01-01,1022.0
Long,1985-01-01,1986-01-01,975.0
Long,1986-01-01,1987-01-01,976.0
Long,1987-01-01,1988-01-01,807.0
Short,1900-01-01,1901-01-01,625.0
Short,1901-01-01,1902-01-01,623.0
Short,1902-01-01,1903-01-01,690.0
Short,1903-01-01,1904-01-01,887.0
Short,1904-01-01,1905-01-01,800.0
Short,1905-01-01,1906-01-01,602.0
Short,1906-01-01,1907-01-01,837.0
Short,1907-01-01,1908-01-01,749.0
Short,1908-01-01,1909-01-01,697.0
Short,1909-01-01,1910-01-01,774.0
Short,1910-01-01,1911-01-01,535.0
Short,1911-01-01,1912-01-01,603.0
Short,1912-01-01,1913-01-01,585.0
Short,1913-01-01,1914-01-01,619.0
Short,1915-01-01,1916-01-01,778.0
Short,1916-01-01,1917-01-01,564.0
Short,1917-01-01,1918-01-01,587.0
Short,1918-01-01,1919-01-01,515.0
Short,1919-01-01,1920-01-01,662.0
Short,1920-01-01,1921-01-01,668.0
Short,1921-01-01,1922-01-01,652.0
Short,1922-01-01,1923-01-01,661.0
Short,1923-01-01,1924-01-01,540.0
Short,1924-01-01,1925-01-01,710.0
Short,1925-01-01,1926-01-01,672.0
Short,1926-01-01,1927-01-01,699.0
Short,1927-01-01,1928-01-01,542.0
Short,1928-01-01,1929-01-01,510.0
Short,1929-01-01,1930-01-01,458.0
Short,1931-01-01,1932-01-01,536.0
Short,1932-01-01,1933-01-01,453.0
Short,1933-01-01,1934-01-01,360.0
Short,1934-01-01,1935-01-01,403.0
Short,1935-01-01,1936-01-01,352.0
Short,1936-01-01,1937-01-01,480.0
Short,1937-01-01,1938-01-01,516.0
Short,1938-01-01,1939-01-01,372.0
Short,1939-01-01,1940-01-01,338.0
Short,1940-01-01,1941-01-01,339.0
Short,1941-01-01,1942-01-01,350.0
Short,1942-01-01,1943-01-01,428.0
Short,1943-01-01,1944-01-01,557.0
Short,1944-01-01,1945-01-01,488.0
Short,1945-01-01,1946-01-01,413.0
Short,1946-01-01,1947-01-01,530.0
Short,1947-01-01,1948-01-01,578.0
Short,1948-01-01,1949-01-01,416.0
Short,1949-01-01,1950-01-01,486.0
Short,1950-01-01,1951-01-01,729.0
Short,1951-01-01,1952-01-01,690.0
Short,1952-01-01,1953-01-01,459.0
Short,1953-01-01,1954-01-01,461.0
Short,1954-01-01,1955-01-01,475.0
Short,1955-01-01,1956-01-01,500.0
Short,1958-01-01,1959-01-01,518.0
Short,1959-01-01,1960-01-01,513.0
Short,1960-01-01,1961-01-01,536.0
Short,1961-01-01,1962-01-01,476.0
Short,1962-01-01,1963-01-01,473.0
Short,1963-01-01,1964-01-01,441.0
Short,1964-01-01,1965-01-01,649.0
Short,1965-01-01,1966-01-01,722.0
Short,1966-01-01,1967-01-01,605.0
Short,1967-01-01,1968-01-01,842.0
Short,1968-01-01,1969-01-01,642.0
Short,1969-01-01,1970-01-01,725.0
Short,1970-01-01,1971-01-01,590.0
Short,1971-01-01,1972-01-01,645.0
Short,1972-01-01,1973-01-01,453.0
Short,1973-01-01,1974-01-01,511.0
Short,1974-01-01,1975-01-01,326.0
Short,1975-01-01,1976-01-01,358.0
Short,1976-01-01,1977-01-01,389.0
Short,1977-01-01,1978-01-01,258.0
Short,1978-01-01,1979-01-01,310.0
Short,1979-01-01,1980-01-01,386.0
Short,1980-01-01,1981-01-01,439.0
Short,1981-01-01,1982-01-01,508.0
Short,1982-01-01,1983-01-01,674.0
Short,1983-01-01,1984-01-01,495.0
Short,1984-01-01,1985-01-01,541.0
Short,1985-01-01,1986-01-01,639.0
Short,1986-01-01,1987-01-01,700.0
Short,1987-01-01,1988-01-01,904.0
Short,1988-01-01,1989-01-01,481.0
Short,1989-01-01,1990-01-01,547.0
Short,1990-01-01,1991-01-01,490.0
Short,1991-01-01,1992-01-01,452.0
Short,1992-01-01,1993-01-01,301.0
Short,1993-01-01,1994-01-01,423.0
Short,1994-01-01,1995-01-01,445.0
Short,1995-01-01,1996-01-01,287.0
Short,1996-01-01,1997-01-01,310.0
Short,1997-01-01,1998-01-01,351.0
Short,1998-01-01,1999-01-01,189.0
Short,1999-01-01,2000-01-01,213.0
Short,2000-01-01,2001-01-01,207.0
Short,2001-01-01,2002-01-01,201.0
Short,2002-01-01,2003-01-01,225.0
Short,2003-01-01,2004-01-01,244.0
Short,2004-01-01,2005-01-01,182.0
Short,2005-01-01,2006-01-01,221.0
Short,2006-01-01,2007-01-01,297.0
Short,2007-01-01,2008-01-01,239.0
Short,2008-01-01,2009-01-01,241.0
Short,2009-01-01,2010-01-01,164.0
Short,2010-01-01,2011-01-01,140.0
Short,2011-01-01,2012-01-01,93.0
Short,2012-01-01,2013-01-01,150.0
Short,2013-01-01,2014-01-01,104.0
Short,2014-01-01,2015-01-01,123.0
Short,2015-01-01,2016-01-01,87.0
Short,2016-01-01,2017-01-01,84.0
Short,2017-01-01,2018-01-01,71.0
Short,2018-01-01,2019-01-01,89.0
Short,2019-01-01,2020-01-01,82.0
Short,2020-01-01,2021-01-01,47.0
Short,2021-01-01,2022-01-01,44.0
Short,2022-01-01,2023-01-01,0.0
Fabric,1900-01-01,1901-01-01,119.0
Fabric,1901-01-01,1902-01-01,162.0
Fabric,1902-01-01,1903-01-01,169.0
Fabric,1903-01-01,1904-01-01,155.0
Fabric,1904-01-01,1905-01-01,171.0
Fabric,1905-01-01,1906-01-01,176.0
Fabric,1906-01-01,1907-01-01,210.0
Fabric,1907-01-01,1908-01-01,205.0
Fabric,1908-01-01,1909-01-01,203.0
Fabric,1909-01-01,1910-01-01,222.0
Fabric,1910-01-01,1911-01-01,197.0
Fabric,1911-01-01,1912-01-01,266.0
Fabric,1912-01-01,1913-01-01,156.0
Fabric,1913-01-01,1914-01-01,276.0
Fabric,1915-01-01,1916-01-01,178.0
Fabric,1916-01-01,1917-01-01,277.0
Fabric,1917-01-01,1918-01-01,255.0
Fabric,1918-01-01,1919-01-01,202.0
Fabric,1919-01-01,1920-01-01,302.0
Fabric,1920-01-01,1921-01-01,491.0
Fabric,1922-01-01,1923-01-01,493.0
Fabric,1923-01-01,1924-01-01,311.0
Fabric,1924-01-01,1925-01-01,474.0
Fabric,1925-01-01,1926-01-01,541.0
Fabric,1926-01-01,1927-01-01,525.0
Fabric,1927-01-01,1928-01-01,520.0
Fabric,1928-01-01,1929-01-01,510.0
Fabric,1929-01-01,1930-01-01,436.0
Fabric,1930-01-01,1931-01-01,496.0
Fabric,1931-01-01,1932-01-01,352.0
Fabric,1932-01-01,1933-01-01,356.0
Fabric,1933-01-01,1934-01-01,430.0
Fabric,1934-01-01,1935-01-01,461.0
Fabric,1935-01-01,1936-01-01,497.0
Fabric,1936-01-01,1937-01-01,449.0
Fabric,1937-01-01,1938-01-01,432.0
Fabric,1938-01-01,1939-01-01,359.0
Fabric,1939-01-01,1940-01-01,381.0
Fabric,1940-01-01,1941-01-01,327.0
Fabric,1941-01-01,1942-01-01,282.0
Fabric,1942-01-01,1943-01-01,258.0
Fabric,1943-01-01,1944-01-01,293.0
Fabric,1944-01-01,1945-01-01,326.0
Fabric,1945-01-01,1946-01-01,323.0
Fabric,1946-01-01,1947-01-01,350.0
Fabric,1947-01-01,1948-01-01,361.0
Fabric,1948-01-01,1949-01-01,350.0
Fabric,1951-01-01,1952-01-01,676.0
Fabric,1952-01-01,1953-01-01,946.0
Fabric,1953-01-01,1954-01-01,861.0
Fabric,1954-01-01,1955-01-01,717.0
Fabric,1955-01-01,1956-01-01,630.0
Fabric,1956-01-01,1957-01-01,622.0
Fabric,1957-01-01,1958-01-01,719.0
Fabric,1958-01-01,1959-01-01,659.0
Fabric,1959-01-01,1960-01-01,734.0
Fabric,1960-01-01,1961-01-01,788.0
Fabric,1961-01-01,1962-01-01,736.0
Fabric,1964-01-01,1965-01-01,808.0
Fabric,1965-01-01,1966-01-01,860.0
Fabric,1966-01-01,1967-01-01,774.0
Fabric,1967-01-01,1968-01-01,749.0
Fabric,1968-01-01,1969-01-01,930.0
Fabric,1969-01-01,1970-01-01,1193.0
Fabric,1970-01-01,1971-01-01,878.0
Fabric,1971-01-01,1972-01-01,722.0
Fabric,1972-01-01,1973-01-01,717.0
Fabric,1973-01-01,1974-01-01,564.0
Fabric,1975-01-01,1976-01-01,728.0
Fabric,1976-01-01,1977-01-01,593.0
Fabric,1977-01-01,1978-01-01,326.0
Fabric,1978-01-01,1979-01-01,417.0
Fabric,1979-01-01,1980-01-01,260.0
Fabric,1980-01-01,1981-01-01,271.0
Fabric,1981-01-01,1982-01-01,357.0
Fabric,1982-01-01,1983-01-01,484.0
Fabric,1983-01-01,1984-01-01,377.0
Fabric,1984-01-01,1985-01-01,420.0
Fabric,1985-01-01,1986-01-01,434.0
Fabric,1986-01-01,1987-01-01,327.0
Fabric,1987-01-01,1988-01-01,316.0
Fabric,1988-01-01,1989-01-01,339.0
Fabric,1989-01-01,1990-01-01,339.0
Fabric,1990-01-01,1991-01-01,292.0
Fabric,1991-01-01,1992-01-01,254.0
Fabric,1992-01-01,1993-01-01,288.0
Fabric,1993-01-01,1994-01-01,189.0
Fabric,1994-01-01,1995-01-01,247.0
Fabric,1995-01-01,1996-01-01,236.0
Fabric,1996-01-01,1997-01-01,189.0
Fabric,1997-01-01,1998-01-01,201.0
Fabric,1998-01-01,1999-01-01,156.0
Fabric,1999-01-01,2000-01-01,133.0
Fabric,2000-01-01,2001-01-01,64.0
Fabric,2001-01-01,2002-01-01,93.0
Fabric,2002-01-01,2003-01-01,85.0
Fabric,2003-01-01,2004-01-01,62.0
Fabric,2004-01-01,2005-01-01,75.0
Fabric,2005-01-01,2006-01-01,122.0
Fabric,2006-01-01,2007-01-01,88.0
Fabric,2007-01-01,2008-01-01,101.0
Fabric,2008-01-01,2009-01-01,96.0
Fabric,2009-01-01,2010-01-01,72.0
Fabric,2010-01-01,2011-01-01,68.0
Fabric,2011-01-01,2012-01-01,79.0
Fabric,2012-01-01,2013-01-01,93.0
Fabric,2013-01-01,2014-01-01,74.0
Fabric,2015-01-01,2016-01-01,31.0
Fabric,2016-01-01,2017-01-01,30.0
Fabric,2017-01-01,2018-01-01,31.0
Fabric,2018-01-01,2019-01-01,22.0
Fabric,2019-01-01,2020-01-01,21.0
Fabric,2020-01-01,2021-01-01,27.0
Fabric,2021-01-01,2022-01-01,19.0
Fabric,2022-01-01,2023-01-01,0.0
Long,1989-01-01,1990-01-01,740.0
Long,1990-01-01,1991-01-01,557.0
Long,1991-01-01,1992-01-01,662.0
Long,1992-01-01,1993-01-01,841.0
Long,1993-01-01,1994-01-01,788.0
Long,1994-01-01,1995-01-01,634.0
Long,1995-01-01,1996-01-01,651.0
Long,1996-01-01,1997-01-01,626.0
Long,1997-01-01,1998-01-01,594.0
Long,1998-01-01,1999-01-01,509.0
Long,1999-01-01,2000-01-01,518.0
Long,2000-01-01,2001-01-01,531.0
Long,2001-01-01,2002-01-01,478.0
Long,2003-01-01,2004-01-01,618.0
Long,2004-01-01,2005-01-01,563.0
Long,2005-01-01,2006-01-01,476.0
Long,2006-01-01,2007-01-01,581.0
Long,2007-01-01,2008-01-01,572.0
Long,2008-01-01,2009-01-01,539.0
Long,2009-01-01,2010-01-01,433.0
Long,2010-01-01,2011-01-01,411.0
Long,2011-01-01,2012-01-01,358.0
Long,2012-01-01,2013-01-01,374.0
Long,2013-01-01,2014-01-01,402.0
Long,2016-01-01,2017-01-01,314.0
Long,2017-01-01,2018-01-01,302.0
Long,2018-01-01,2019-01-01,228.0
Long,2019-01-01,2020-01-01,266.0
Long,2020-01-01,2021-01-01,174.0
Long,2021-01-01,2022-01-01,145.0
Long,2022-01-01,2023-01-01,0.0
